"Program","Year","Period","Geo.Level","State","State.ANSI","Ag.District","Ag.District.Code","County","County.ANSI","Domain","use","details","Value","CV....","Fruit","Category","Item","Metric","name","code"
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"CENTRAL",30,"TAYLOR",217,"TOTAL","NOT SPECIFIED",NA,1,62.1,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"CENTRAL",30,"WARREN",227,"TOTAL","NOT SPECIFIED",NA,2,51.3,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"CENTRAL",30,"WARREN",227,"TOTAL","NOT SPECIFIED",NA,3,55.9,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"CENTRAL",30,"WARREN",227,"TOTAL","NOT SPECIFIED",NA,1,62.1,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"BELL",13,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"BELL",13,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"CARTER",43,"TOTAL","NOT SPECIFIED",NA,1,51.3,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"CARTER",43,"TOTAL","NOT SPECIFIED",NA,1,55.9,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"ELLIOTT",63,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"ELLIOTT",63,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"ESTILL",65,"TOTAL","NOT SPECIFIED",NA,2,51.3,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"ESTILL",65,"TOTAL","NOT SPECIFIED",NA,2,55.9,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"FLOYD",71,"TOTAL","NOT SPECIFIED",NA,1,51.3,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"FLOYD",71,"TOTAL","NOT SPECIFIED",NA,1,55.9,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"JACKSON",109,"TOTAL","NOT SPECIFIED",NA,3,19.7,"Strawberries",NA,"ACRES GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"JACKSON",109,"TOTAL","NOT SPECIFIED",NA,4,51.3,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"JACKSON",109,"TOTAL","NOT SPECIFIED",NA,4,55.9,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"JACKSON",109,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"JOHNSON",115,"TOTAL","NOT SPECIFIED",NA,3,16.7,"Strawberries",NA,"ACRES BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"JOHNSON",115,"TOTAL","NOT SPECIFIED",NA,3,19.7,"Strawberries",NA,"ACRES GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"JOHNSON",115,"TOTAL","NOT SPECIFIED",NA,3,51.3,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"JOHNSON",115,"TOTAL","NOT SPECIFIED",NA,3,55.9,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"LAUREL",125,"TOTAL","NOT SPECIFIED",NA,7,16.7,"Strawberries",NA,"ACRES BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"LAUREL",125,"TOTAL","NOT SPECIFIED",NA,7,19.7,"Strawberries",NA,"ACRES GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"LAUREL",125,"TOTAL","NOT SPECIFIED",NA,5,51.3,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"LAUREL",125,"TOTAL","NOT SPECIFIED",NA,5,55.9,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"LAWRENCE",127,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"ACRES GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"LAWRENCE",127,"TOTAL","NOT SPECIFIED",NA,6,NA,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"LAWRENCE",127,"TOTAL","NOT SPECIFIED",NA,7,NA,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"LAWRENCE",127,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"LEE",129,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"LEE",129,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"LETCHER",133,"TOTAL","NOT SPECIFIED",NA,2,51.3,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"LETCHER",133,"TOTAL","NOT SPECIFIED",NA,2,55.9,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"MCCREARY",147,"TOTAL","NOT SPECIFIED",NA,2,NA,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"MCCREARY",147,"TOTAL","NOT SPECIFIED",NA,2,NA,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"MCCREARY",147,"TOTAL","NOT SPECIFIED",NA,2,NA,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"MORGAN",175,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"MORGAN",175,"TOTAL","NOT SPECIFIED",NA,2,55.9,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"MORGAN",175,"TOTAL","NOT SPECIFIED",NA,2,62.1,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"OWSLEY",189,"TOTAL","NOT SPECIFIED",NA,1,55.9,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"OWSLEY",189,"TOTAL","NOT SPECIFIED",NA,1,62.1,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"PIKE",195,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"PIKE",195,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"PULASKI",199,"TOTAL","NOT SPECIFIED",NA,2,NA,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"PULASKI",199,"TOTAL","NOT SPECIFIED",NA,2,NA,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"ROCKCASTLE",203,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"ROCKCASTLE",203,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"ROWAN",205,"TOTAL","NOT SPECIFIED",NA,2,NA,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"ROWAN",205,"TOTAL","NOT SPECIFIED",NA,2,NA,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"WHITLEY",235,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"EASTERN OR MOUNTAIN",60,"WHITLEY",235,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"MIDWESTERN",20,"CALDWELL",33,"TOTAL","NOT SPECIFIED",NA,2,51.3,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"MIDWESTERN",20,"CALDWELL",33,"TOTAL","NOT SPECIFIED",NA,2,55.9,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"MIDWESTERN",20,"CHRISTIAN",47,"TOTAL","NOT SPECIFIED",NA,2,16.7,"Strawberries",NA,"ACRES BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"MIDWESTERN",20,"CHRISTIAN",47,"TOTAL","NOT SPECIFIED",NA,2,19.7,"Strawberries",NA,"ACRES GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"MIDWESTERN",20,"CHRISTIAN",47,"TOTAL","NOT SPECIFIED",NA,5,51.3,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"MIDWESTERN",20,"CHRISTIAN",47,"TOTAL","NOT SPECIFIED",NA,5,55.9,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"MIDWESTERN",20,"CRITTENDEN",55,"TOTAL","NOT SPECIFIED",NA,3,51.3,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"MIDWESTERN",20,"CRITTENDEN",55,"TOTAL","NOT SPECIFIED",NA,3,55.9,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"MIDWESTERN",20,"DAVIESS",59,"TOTAL","NOT SPECIFIED",NA,5,NA,"Strawberries",NA,"ACRES GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"MIDWESTERN",20,"DAVIESS",59,"TOTAL","NOT SPECIFIED",NA,4,NA,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"MIDWESTERN",20,"DAVIESS",59,"TOTAL","NOT SPECIFIED",NA,4,NA,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"MIDWESTERN",20,"DAVIESS",59,"TOTAL","NOT SPECIFIED",NA,3,NA,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"MIDWESTERN",20,"HENDERSON",101,"TOTAL","NOT SPECIFIED",NA,1,51.3,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"MIDWESTERN",20,"HENDERSON",101,"TOTAL","NOT SPECIFIED",NA,1,55.9,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"MIDWESTERN",20,"MUHLENBERG",177,"TOTAL","NOT SPECIFIED",NA,2,NA,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"MIDWESTERN",20,"MUHLENBERG",177,"TOTAL","NOT SPECIFIED",NA,2,NA,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"MIDWESTERN",20,"SIMPSON",213,"TOTAL","NOT SPECIFIED",NA,3,51.3,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"MIDWESTERN",20,"SIMPSON",213,"TOTAL","NOT SPECIFIED",NA,3,55.9,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"MIDWESTERN",20,"TODD",219,"TOTAL","NOT SPECIFIED",NA,12,19.7,"Strawberries",NA,"ACRES GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"MIDWESTERN",20,"TODD",219,"TOTAL","NOT SPECIFIED",NA,9,51.3,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"MIDWESTERN",20,"TODD",219,"TOTAL","NOT SPECIFIED",NA,10,55.9,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"MIDWESTERN",20,"TODD",219,"TOTAL","NOT SPECIFIED",NA,2,62.1,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"MIDWESTERN",20,"UNION",225,"TOTAL","NOT SPECIFIED",NA,1,55.9,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"MIDWESTERN",20,"UNION",225,"TOTAL","NOT SPECIFIED",NA,1,62.1,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"NORTHERN",40,"BOONE",15,"TOTAL","NOT SPECIFIED",NA,2,NA,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"NORTHERN",40,"BOONE",15,"TOTAL","NOT SPECIFIED",NA,2,NA,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"NORTHERN",40,"CAMPBELL",37,"TOTAL","NOT SPECIFIED",NA,2,51.3,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"NORTHERN",40,"CAMPBELL",37,"TOTAL","NOT SPECIFIED",NA,4,55.9,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"NORTHERN",40,"CAMPBELL",37,"TOTAL","NOT SPECIFIED",NA,2,62.1,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"NORTHERN",40,"GALLATIN",77,"TOTAL","NOT SPECIFIED",NA,3,55.9,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"NORTHERN",40,"GALLATIN",77,"TOTAL","NOT SPECIFIED",NA,3,62.1,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"NORTHERN",40,"GRANT",81,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"NORTHERN",40,"GRANT",81,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"NORTHERN",40,"HENRY",103,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"ACRES BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"NORTHERN",40,"HENRY",103,"TOTAL","NOT SPECIFIED",NA,4,NA,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"NORTHERN",40,"HENRY",103,"TOTAL","NOT SPECIFIED",NA,4,NA,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"NORTHERN",40,"HENRY",103,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"NORTHERN",40,"KENTON",117,"TOTAL","NOT SPECIFIED",NA,1,19.7,"Strawberries",NA,"ACRES GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"NORTHERN",40,"KENTON",117,"TOTAL","NOT SPECIFIED",NA,2,NA,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"NORTHERN",40,"KENTON",117,"TOTAL","NOT SPECIFIED",NA,4,55.9,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"NORTHERN",40,"KENTON",117,"TOTAL","NOT SPECIFIED",NA,3,62.1,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"NORTHERN",40,"OLDHAM",185,"TOTAL","NOT SPECIFIED",NA,2,NA,"Strawberries",NA,"ACRES BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"NORTHERN",40,"OLDHAM",185,"TOTAL","NOT SPECIFIED",NA,2,NA,"Strawberries",NA,"ACRES GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"NORTHERN",40,"OLDHAM",185,"TOTAL","NOT SPECIFIED",NA,3,NA,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"NORTHERN",40,"OLDHAM",185,"TOTAL","NOT SPECIFIED",NA,3,NA,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"NORTHERN",40,"OWEN",187,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"NORTHERN",40,"OWEN",187,"TOTAL","NOT SPECIFIED",NA,6,55.9,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"NORTHERN",40,"OWEN",187,"TOTAL","NOT SPECIFIED",NA,5,62.1,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"NORTHERN",40,"PENDLETON",191,"TOTAL","NOT SPECIFIED",NA,2,51.3,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"NORTHERN",40,"PENDLETON",191,"TOTAL","NOT SPECIFIED",NA,2,55.9,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"NORTHERN",40,"PENDLETON",191,"TOTAL","NOT SPECIFIED",NA,1,62.1,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"NORTHERN",40,"TRIMBLE",223,"TOTAL","NOT SPECIFIED",NA,2,NA,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"NORTHERN",40,"TRIMBLE",223,"TOTAL","NOT SPECIFIED",NA,2,NA,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"NORTHERN",40,"TRIMBLE",223,"TOTAL","NOT SPECIFIED",NA,2,NA,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"PURCHASE",10,"CARLISLE",39,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"PURCHASE",10,"CARLISLE",39,"TOTAL","NOT SPECIFIED",NA,1,NA,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"PURCHASE",10,"GRAVES",83,"TOTAL","NOT SPECIFIED",NA,1,16.7,"Strawberries",NA,"ACRES BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"PURCHASE",10,"GRAVES",83,"TOTAL","NOT SPECIFIED",NA,3,51.3,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"PURCHASE",10,"GRAVES",83,"TOTAL","NOT SPECIFIED",NA,3,55.9,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"PURCHASE",10,"GRAVES",83,"TOTAL","NOT SPECIFIED",NA,1,62.1,"Strawberries",NA,"OPERATIONS WITH AREA NON-BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"PURCHASE",10,"HICKMAN",105,"TOTAL","NOT SPECIFIED",NA,2,NA,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"PURCHASE",10,"HICKMAN",105,"TOTAL","NOT SPECIFIED",NA,2,NA,"Strawberries",NA,"OPERATIONS WITH AREA GROWN","N/A",NA,NA
"CENSUS",2022,"YEAR","COUNTY","KENTUCKY",21,"PURCHASE",10,"MARSHALL",157,"TOTAL","NOT SPECIFIED",NA,2,NA,"Strawberries",NA,"OPERATIONS WITH AREA BEARING","N/A",NA,NA
